LocationId,Project,Country,State,City,Neighbourhood,WeekStartDate,WeekNumber,Day,FaireeId,remaining_avail,Slots_less_than_1hr,Slots_1hr_to_2hr,Slots_more_than_2hr,bookable_hours,utilisation_index,non,effective_bookable_hours,effective_remaining_hours,effective_Slots_less_than_1hr,effective_Slots_1hr_to_2hr,effective_Slots_more_than_2hr
145,Dey and Bergen,US,NJ,Harrison,Harrison Polygon,2026-08-09,1,WEDNESDAY,15,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,TUESDAY,63,7.5,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
118,The Bergen,US,NY,Brooklyn,Boerum Hill Polygon,2026-07-26,3,THURSDAY,39,2.0,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
118,The Bergen,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-02,4,FRIDAY,100,6.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,FRIDAY,73,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
112,Plank Road,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,TUESDAY,39,3.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
122,Flamingo Point North Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-08-02,4,THURSDAY,137,5.0,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
123,Flamingo South Beach,US,FL,Miami Beach,Miami Beach Polygon,2026-07-26,3,THURSDAY,118,1.5,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
44,330W-56th,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,MONDAY,60,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
114,20 Broad Street,US,NY,New York,Financial District Polygon,2026-08-02,4,TUESDAY,45,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
17,River Place,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,THURSDAY,73,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
194,The Atelier Condo NYC,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,MONDAY,60,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
131,The Addison,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-07-26,3,WEDNESDAY,77,3.0,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
77,Oliver on the Hudson,US,NJ,Jersey City,Floating Jersey,2026-08-02,4,TUESDAY,139,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
112,Plank Road,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,WEDNESDAY,96,2.5,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
145,Dey and Bergen,US,NJ,Harrison,Harrison Polygon,2026-08-02,4,THURSDAY,15,4.5,0,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
10,829 Garfield,US,NJ,Jersey City,Floating Jersey,2026-08-16,2,TUESDAY,139,1.5,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
44,330W-56th,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,TUESDAY,63,3.5,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
205,1 River Place,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,WEDNESDAY,97,4.0,0,2,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,WEDNESDAY,97,5.0,0,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
130,Arabella 101,US,NY,New York,Floating NY 2,2026-07-26,3,THURSDAY,39,2.0,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
171,22 Skyview Apartments,US,FL,Miami,Edgewater Polygon,2026-08-02,4,WEDNESDAY,134,1.0,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
129,544 Carroll,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-16,2,FRIDAY,100,6.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
133,2000 Biscayne,US,FL,Miami,Edgewater Polygon,2026-08-02,4,FRIDAY,134,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
144,Waters Edge,US,NJ,Harrison,Harrison Polygon,2026-08-02,4,MONDAY,15,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
199,1800 Club,US,FL,Miami,Edgewater Polygon,2026-07-26,3,THURSDAY,134,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
93,Union Channel ,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-16,2,THURSDAY,96,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,TUESDAY,73,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
114,20 Broad Street,US,NY,New York,Financial District Polygon,2026-08-16,2,WEDNESDAY,39,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
54,Nine 52,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,TUESDAY,63,2.0,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
128,250 E Houston,US,NY,New York,Floating NY 2,2026-07-26,3,TUESDAY,39,4.0,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
76,Woodside Central,US,NY,Queens,Floating NY 1,2026-07-26,3,TUESDAY,36,5.0,3,0,1,9.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
129,544 Carroll,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-02,4,MONDAY,100,5.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
221,Mirador 1000,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,MONDAY,110,4.0,3,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
144,Waters Edge,US,NJ,Harrison,Harrison Polygon,2026-08-16,2,FRIDAY,15,2.0,4,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
9,The Enclave,US,NJ,Jersey City,Hoboken Polygon,2026-08-02,4,TUESDAY,65,7.0,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,MONDAY,63,3.0,4,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
142,One Harrison,US,NJ,Harrison,Harrison Polygon,2026-07-26,3,THURSDAY,15,4.0,0,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
249,605 West 42nd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,FRIDAY,60,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
151,Cite On The Bay,US,FL,Miami,Edgewater Polygon,2026-08-16,2,FRIDAY,134,0,0,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
269,20 Exchange Place,US,NY,New York,Financial District Polygon,2026-08-16,2,MONDAY,45,3.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
6,100 House,US,NJ,Jersey City,Hoboken Polygon,2026-08-16,2,WEDNESDAY,139,7.0,1,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
140,Southgate Towers,US,FL,Miami Beach,Miami Beach Polygon,2026-08-16,2,FRIDAY,137,2.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
205,1 River Place,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,TUESDAY,60,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
272,Harrison Urby Apartments,US,NJ,Harrison,Harrison Polygon,2026-08-02,4,MONDAY,15,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,TUESDAY,60,4.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
140,Southgate Towers,US,FL,Miami Beach,Miami Beach Polygon,2026-07-26,3,THURSDAY,118,1.5,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
121,Flamingo Point Center Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,FRIDAY,118,4.5,1,2,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
75,The Devan,US,NJ,Jersey City,Hoboken Polygon,2026-07-26,3,FRIDAY,65,0,0,0,0,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
118,The Bergen,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-16,2,MONDAY,100,5.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
230,378 Bergen Street,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-16,2,THURSDAY,96,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
122,Flamingo Point North Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-07-26,3,MONDAY,118,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
51,300 Somerset,US,NJ,Harrison,Harrison Polygon,2026-07-26,3,TUESDAY,15,2.0,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
47,1 Boerum PL,US,NY,Brooklyn,Floating NY 2,2026-07-26,3,FRIDAY,39,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
194,The Atelier Condo NYC,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,FRIDAY,60,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
98,345 Baldwin Avenue,US,NJ,Jersey City,Floating Jersey,2026-08-16,2,TUESDAY,139,1.5,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
68,655 Union,US,NY,Brooklyn,Boerum Hill Polygon,2026-07-26,3,TUESDAY,39,4.0,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
128,250 E Houston,US,NY,New York,Floating NY 2,2026-07-26,3,FRIDAY,39,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
150,Quantum on the Bay Condominium,US,FL,Miami,Edgewater Polygon,2026-08-02,4,THURSDAY,134,2.0,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
183,1800 North Bayshore Drive,US,FL,Miami,Edgewater Polygon,2026-08-09,1,WEDNESDAY,134,7.0,0,1,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
54,Nine 52,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,FRIDAY,63,2.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
10,829 Garfield,US,NJ,Jersey City,Floating Jersey,2026-08-02,4,MONDAY,139,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
77,Oliver on the Hudson,US,NJ,Jersey City,Floating Jersey,2026-08-16,2,MONDAY,139,3.5,0,2,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
126,The Landing,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-08-16,2,WEDNESDAY,39,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
93,Union Channel ,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,MONDAY,39,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,MONDAY,73,5.0,0,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
269,20 Exchange Place,US,NY,New York,Financial District Polygon,2026-08-16,2,WEDNESDAY,39,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
73,The Boulevard,US,FL,Miami,,2026-08-16,2,MONDAY,146,0,0,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
111,Brooklyn Crossing,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,WEDNESDAY,39,3.0,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
63,Agnes,US,NJ,Jersey City,Floating Jersey,2026-08-02,4,THURSDAY,139,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
9,The Enclave,US,NJ,Jersey City,Hoboken Polygon,2026-08-02,4,FRIDAY,65,7.5,0,1,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
144,Waters Edge,US,NJ,Harrison,Harrison Polygon,2026-08-16,2,TUESDAY,15,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
119,535 W 43rd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,WEDNESDAY,63,7.0,0,1,2,8.0000000000000000,0E-16,1,0.00,0.00,0.00,0.00,0.00
9,The Enclave,US,NJ,Jersey City,Hoboken Polygon,2026-08-02,4,THURSDAY,139,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
68,655 Union,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,WEDNESDAY,100,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
119,535 W 43rd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,THURSDAY,73,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,FRIDAY,60,1.5,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
205,1 River Place,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,FRIDAY,60,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
54,Nine 52,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,FRIDAY,73,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
140,Southgate Towers,US,FL,Miami Beach,Miami Beach Polygon,2026-08-16,2,TUESDAY,137,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
111,Brooklyn Crossing,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,TUESDAY,96,7.0,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
17,River Place,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,THURSDAY,60,2.0,0,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
153,Watermarc at Biscayne Bay,US,FL,Miami,Edgewater Polygon,2026-08-16,2,MONDAY,134,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
121,Flamingo Point Center Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-08-16,2,WEDNESDAY,110,6.5,1,1,1,8.0000000000000000,0E-16,1,0.00,0.00,0.00,0.00,0.00
249,605 West 42nd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,TUESDAY,60,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
183,1800 North Bayshore Drive,US,FL,Miami,Edgewater Polygon,2026-08-02,4,THURSDAY,134,2.0,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
150,Quantum on the Bay Condominium,US,FL,Miami,Edgewater Polygon,2026-08-09,1,WEDNESDAY,134,7.0,0,1,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
9,The Enclave,US,NJ,Jersey City,Hoboken Polygon,2026-08-09,1,WEDNESDAY,139,2.0,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
98,345 Baldwin Avenue,US,NJ,Jersey City,Floating Jersey,2026-08-16,2,FRIDAY,139,2.5,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
68,655 Union,US,NY,Brooklyn,Boerum Hill Polygon,2026-07-26,3,FRIDAY,39,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
47,1 Boerum PL,US,NY,Brooklyn,Floating NY 2,2026-07-26,3,TUESDAY,39,4.0,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
180,1800 Biscayne Plaza,US,FL,Miami,Edgewater Polygon,2026-08-16,2,THURSDAY,134,4.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
194,The Atelier Condo NYC,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,TUESDAY,60,1.0,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
68,655 Union,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-02,4,THURSDAY,100,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
111,Brooklyn Crossing,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-02,4,THURSDAY,39,5.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
8,One Ten,US,NJ,Jersey City,Hoboken Polygon,2026-08-16,2,WEDNESDAY,139,7.0,1,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
220,Bay Parc,US,FL,Miami,Edgewater Polygon,2026-07-26,3,THURSDAY,134,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,MONDAY,63,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
75,The Devan,US,NJ,Jersey City,Hoboken Polygon,2026-07-26,3,TUESDAY,65,7.0,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
63,Agnes,US,NJ,Jersey City,Floating Jersey,2026-08-09,1,WEDNESDAY,139,2.0,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
121,Flamingo Point Center Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,TUESDAY,118,4.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
205,1 River Place,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,MONDAY,60,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
124,The Kestrel,US,NY,Brooklyn,Floating NY 2,2026-08-09,1,THURSDAY,39,7.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
221,Mirador 1000,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,THURSDAY,118,7.0,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
249,605 West 42nd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,THURSDAY,97,4.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
120,66 Rockwell Place,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-08-02,4,THURSDAY,77,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
272,Harrison Urby Apartments,US,NJ,Harrison,Harrison Polygon,2026-08-16,2,TUESDAY,15,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
230,378 Bergen Street,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,MONDAY,39,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
191,2001 Biscayne Boulevard,US,FL,Miami,Edgewater Polygon,2026-07-26,3,MONDAY,134,1.0,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
213,1330 West Avenue,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,TUESDAY,110,3.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
119,535 W 43rd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,THURSDAY,36,7.0,0,0,2,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
214,1 Boerum Place,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-08-09,1,THURSDAY,77,6.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
276,1510 Bay Road,US,FL,Miami Beach,Miami Beach Polygon,2026-08-09,1,FRIDAY,137,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
269,20 Exchange Place,US,NY,New York,Financial District Polygon,2026-08-02,4,TUESDAY,45,5.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
198,Quantum on the Bay,US,FL,Miami,Edgewater Polygon,2026-08-09,1,MONDAY,134,5.0,0,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
169,Aria on the Bay Condominium Association  INC,US,FL,Miami,Edgewater Polygon,2026-07-26,3,THURSDAY,134,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
98,345 Baldwin Avenue,US,NJ,Jersey City,Floating Jersey,2026-08-02,4,MONDAY,139,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
212,39 New York Ave,US,NJ,Jersey City,Hoboken Polygon,2026-08-02,4,WEDNESDAY,139,5.0,1,1,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
117,The Landon,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,TUESDAY,73,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
112,Plank Road,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-09,1,FRIDAY,39,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
213,1330 West Avenue,US,FL,Miami Beach,Miami Beach Polygon,2026-08-16,2,WEDNESDAY,118,0,0,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
194,The Atelier Condo NYC,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,THURSDAY,97,4.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,FRIDAY,63,4.0,3,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
214,1 Boerum Place,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-08-02,4,WEDNESDAY,77,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
207,561 10th Avenue,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,THURSDAY,97,1.5,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
44,330W-56th,US,NY,New York,Hell's Kitchen Polygon,2026-08-09,1,FRIDAY,63,3.5,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
122,Flamingo Point North Tower,US,FL,Miami Beach,Miami Beach Polygon,2026-07-26,3,THURSDAY,110,3.0,2,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
10,829 Garfield,US,NJ,Jersey City,Floating Jersey,2026-08-16,2,FRIDAY,139,2.5,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
54,Nine 52,US,NY,New York,Hell's Kitchen Polygon,2026-08-16,2,MONDAY,63,1.0,2,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
124,The Kestrel,US,NY,Brooklyn,Floating NY 2,2026-08-02,4,WEDNESDAY,39,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
249,605 West 42nd Street,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,WEDNESDAY,97,4.0,0,2,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
221,Mirador 1000,US,FL,Miami Beach,Miami Beach Polygon,2026-08-02,4,WEDNESDAY,118,3.5,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
120,66 Rockwell Place,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-08-09,1,WEDNESDAY,77,8.0,0,0,1,8.0000000000000000,0,1,0.00,0.00,0.00,0.00,0.00
212,39 New York Ave,US,NJ,Jersey City,Hoboken Polygon,2026-08-09,1,THURSDAY,139,2.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
260,Cocoa Exchange,US,NY,New York,Financial District Polygon,2026-07-26,3,MONDAY,45,5.5,2,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
120,66 Rockwell Place,US,NY,Brooklyn,Brooklyn Heights Polygon,2026-07-26,3,MONDAY,39,5.0,0,3,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
112,Plank Road,US,NY,Brooklyn,Boerum Hill Polygon,2026-07-26,3,WEDNESDAY,100,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
194,The Atelier Condo NYC,US,NY,New York,Hell's Kitchen Polygon,2026-08-02,4,WEDNESDAY,97,4.0,0,2,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
204,1717 North Bayshore Drive,US,FL,Miami,Edgewater Polygon,2026-08-16,2,THURSDAY,134,4.5,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
140,Southgate Towers,US,FL,Miami Beach,Miami Beach Polygon,2026-07-26,3,MONDAY,110,3.0,1,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
129,544 Carroll,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-16,2,TUESDAY,100,2.5,1,1,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
205,1 River Place,US,NY,New York,Hell's Kitchen Polygon,2026-07-26,3,TUESDAY,73,0.5,1,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
212,39 New York Ave,US,NJ,Jersey City,Hoboken Polygon,2026-08-09,1,WEDNESDAY,139,2.0,3,0,0,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
112,Plank Road,US,NY,Brooklyn,Boerum Hill Polygon,2026-08-02,4,FRIDAY,39,3.0,0,0,1,8.0000000000000000,0E-20,1,0.00,0.00,0.00,0.00,0.00
